Const,Created,Description,Title,Original Title,URL,Title Type,Genres,Your Rating,Date Rated,Formato
tt16021642,2025-12-02,ECI 14€,Apagón,Apagón,https://www.imdb.com/title/tt16021642/,Serie,Drama,7,2025-12-20,br
tt4524056,2025-12-02,ECI 30€,Vis a vis,Vis a vis,https://www.imdb.com/title/tt4524056/,Serie,"Crimen, Drama, Suspense",,,br
tt0362227,2025-12-02,ECI 7.75€,La terminal,The Terminal,https://www.imdb.com/title/tt0362227/,Película,"Comedia, Drama, Romance",7,2026-01-28,br
tt0120910,2025-12-02,ECI 7.75€,Fantasía 2000,Fantasia 2000,https://www.imdb.com/title/tt0120910/,Película,"Animación, Familiar, Fantasía, Música",,,br
tt14614892,2026-01-18,ECI 11.85€,Dragon Ball Super: Super Hero,Doragon boru supa: Supa hiro,https://www.imdb.com/title/tt14614892/,Película,"Animación, Acción, Aventura, Fantasía",8,2023-01-07,br
tt3720724,2026-01-22,ECI 8€,Requisitos para ser una persona normal,Requisitos para ser una persona normal,https://www.imdb.com/title/tt3720724/,Película,"Comedia, Romance",7,2018-07-17,br
tt3553976,2026-02-02,ECI 9.75€,Captain Fantastic,Captain Fantastic,https://www.imdb.com/title/tt3553976/,Película,"Comedia,Drama,Aventuras",7,2026-02-21,br
tt0128442,2026-02-22,,Rounders,,https://www.imdb.com/title/tt0128442/,Película,"Atracos,Crimen,Drama",8,2026-02-22,dvd
tt1258197,2026-02-22,,Exam,,https://www.imdb.com/title/tt1258197/,Película,"Thriller,Thriller psicológico,Crimen,Misterio",7,2026-02-22,dvd
tt0074285,2026-02-22,,Carrie,,https://www.imdb.com/title/tt0074285/,Película,"Drama psicológico,Horror,Terror,Sobrenatural",7,2026-02-22,dvd
tt0315327,2026-02-22,,Como Dios,Bruce Almighty,https://www.imdb.com/title/tt0315327/,Película,"Comedia,Fantasía",8,2026-02-22,dvd
tt0317248,2026-02-22,,Ciudad de Dios,Cidade de Deus,https://www.imdb.com/title/tt0317248/,Película,"Portugués,Drama,Gángster",9,2026-02-22,dvd
tt0175142,2026-02-22,,Scary Movie,,https://www.imdb.com/title/tt0175142/,Película,"Comedia,Parodia",6,2026-02-22,dvd
tt0284837,2026-02-22,,Ali G,Ali G Indahouse,https://www.imdb.com/title/tt0284837/,Película,Comedia,7,2026-02-22,dvd
tt0081505,2026-02-22,,El resplandor,The Shining,https://www.imdb.com/title/tt0081505/,Película,"Drama,Horror,Horror psicológico,Terror,Sobrenatural",8,2026-02-22,dvd
tt0298203,2026-02-22,,8 Millas,8 Mile,https://www.imdb.com/title/tt0298203/,Película,"Drama,Música",7,2026-02-22,dvd
tt0407658,2026-02-22,,Las Crónicas de Riddick: Dark Fury,The Chronicles of Riddick: Dark Fury,https://www.imdb.com/title/tt0407658/,Película,"Animación,Ciencia Ficción,Acción",,2026-02-22,dvd
tt0328832,2026-02-22,,Animatrix,The Animatrix,https://www.imdb.com/title/tt0328832/,Película,"Animación,Cyberpunk,Acción,Ciencia Ficción",,2026-02-22,dvd
tt0375679,2026-02-22,,Crash (Colisión),Crash,https://www.imdb.com/title/tt0375679/,Película,"Drama,Tragedia,Crimen,Thriller",9,2026-02-22,dvd
tt0213149,2026-02-22,,Pearl Harbor,,https://www.imdb.com/title/tt0213149/,Película,"Acción,Dramaa,Bélica,Épica,Guerra",,2026-02-22,dvd
tt0455275,2026-02-22,,Prison Break,Prison Break,https://www.imdb.com/title/tt0455275/,Serie,"Drama,Thriller,Acción,Crimen",,2026-02-22,dvd
tt1119646,2026-02-22,,Resacón en Las Vegas,The Hangover,https://www.imdb.com/title/tt1119646/,Película,Comedia,8,2026-02-22,dvd
tt1411697,2026-02-22,,Resacón 2: ¡Ahora en Tailandia!,The Hangover Part II,https://www.imdb.com/title/tt1411697/,Película,Comedia,8,2026-02-22,dvd
tt1951261,2026-02-22,,R3sacón,The Hangover Part III,https://www.imdb.com/title/tt1951261/,Película,Comedia,8,2026-02-22,dvd
tt0214341,2022-11-24,,Dragon Ball Z,,https://www.imdb.com/title/tt0214341/,Serie,"Animación,Ciencia Ficción,Fantasía,Artes Marciales,Superhéroes,Acción",9,2026-02-22,dvd
tt1119644,2026-02-22,,Fringe (Al límite),Fringe,https://www.imdb.com/title/tt1119644/,Serie,"Misterio,Ciencia Ficción,Drama,Thriller",8,2026-02-22,dvd
tt0185906,2026-02-22,,Hermanos de sangre,Band of Brothers,https://www.imdb.com/title/tt0185906/,Serie,"Drama,Épica,Bélica,Tragedia,Guerra,Acción,Historia",9,2026-02-22,dvd
tt0142251,2022-11-24,,Dragon Ball: La leyenda del dragón Xeron,Dragon Ball: Shenron no Densetsu,https://www.imdb.com/title/tt0142251/,Película,"Animación,Acción,Superhéroes",6,2026-02-22,dvd
tt0142249,2022-11-24,,Dragon Ball: La bella durmiente en el castillo del mal,Doragon Bôru Majin-Jô no Nemuri Hime,https://www.imdb.com/title/tt0142249/,Película,"Animación,Acción",6,2026-02-22,dvd
tt0142248,2022-11-24,,Dragon Ball: Aventura mística,Dragon Ball: Makafushigi Dai Bôken,https://www.imdb.com/title/tt0142248/,Película,"Animación,Acción,Aventuras",6,2026-02-22,dvd
tt0142235,2022-11-24,,Dragon Ball Z: El secuestro de Gohan,Doragon Boru Zetto: Ora no Gohan o Kaese!!,https://www.imdb.com/title/tt0142235/,Película,"Animación,Acción,Superhéroes,Fantasía,Ciencia Ficción",6,2026-02-22,dvd
tt0142240,2022-11-24,,Dragon Ball Z: El más fuerte del mundo,Doragon boru Z: Konoyo de ichiban tsuyoi yatsu,https://www.imdb.com/title/tt0142240/,Película,"Animación,Acción,Aventuras,Ciencia Ficción",7,2026-02-22,dvd
tt0142233,2022-11-24,,Dragon Ball Z: La super batalla,Doragon boru Z: Chikyû marugoto chôkessen,https://www.imdb.com/title/tt0142233/,Película,"Animación,Acción,Aventuras,Ciencia Ficción",7,2026-02-22,dvd
tt0142244,2022-11-24,,Dragon Ball Z: El super guerrero Son Goku,Dragon Ball Z: Super Saiya-jin da Son Gokû,https://www.imdb.com/title/tt0142244/,Película,"Animación,Acción,Aventuras,Superhéroes,Fantasía",,2026-02-22,dvd
tt1125254,2022-11-24,,Dragon Ball Z: Los mejores rivales,Doragon bôru Zetto: Tobikkiri no Saikyô tai Saikyô,https://www.imdb.com/title/tt1125254/,Película,"Animación,Acción,Aventuras,Ciencia Ficción",7,2026-02-22,dvd
tt0142237,2022-11-24,,Dragon Ball Z: Guerreros de fuerza ilimitada,Dragon Ball Z: Gekitotsu!! 100-oku Power no Senshi-tachi,https://www.imdb.com/title/tt0142237/,Película,"Animación,Acción,Ciencia Ficción",7,2026-02-22,dvd
tt0142241,2022-11-24,,Dragon Ball Z: Los 3 grandes Supersayanos,Doragon bôru Z: Kyokugen batoru!! San dai sûpâ saiyajin,https://www.imdb.com/title/tt0142241/,Película,"Animación,Acción",7,2026-02-22,dvd
tt0110357,2020-11-27,,El rey león,The Lion King,https://www.imdb.com/title/tt0110357/,Película,"Animación, Aventura, Drama, Familiar, Musical",9,2019-10-13,br
tt0142242,2022-11-24,,Dragon Ball Z: Estalla el Duelo,Dragon Ball Z: Moetsukiro!! Nessen Ressen Chô-Gekisen,https://www.imdb.com/title/tt0142242/,Película,"Animación,Acción,Superhéroes",8,2026-02-23,dvd
tt0142238,2022-11-24,,Dragon Ball Z: Los guerreros de plata,Dragon Ball Z: Ginga Giri-Giri!! Butchigiri no Sugoi Yatsu,https://www.imdb.com/title/tt0142238/,Película,"Animación,Acción,Superhéroes",8,2026-02-23,dvd
tt0142239,2022-11-24,,Dragon Ball Z: El regreso de Broly,Dragon Ball Z: Kiken na Futari! Super Senshi wa Nemurenai,https://www.imdb.com/title/tt0142239/,Película,"Animación,Acción,Superhéroes",,2026-02-23,dvd
tt0142234,2022-11-24,,Dragon Ball Z: El combate definitivo,Dragon Ball Z: Super Senshi Gekiha!! Katsu No wa Ore da,https://www.imdb.com/title/tt0142234/,Película,"Animación,Acción,Superhéroes",,2026-02-23,dvd
tt0142236,2022-11-24,,Dragon Ball Z: Fusión,Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,https://www.imdb.com/title/tt0142236/,Película,"Animación,Acción,Superhéroes",8,2026-02-23,dvd
tt0142243,2022-11-24,,Dragon Ball Z: El ataque del dragón,Doragon Bôru Zetto Ryû-Ken Bakuhatsu!! Gokû ga Yaraneba Dare ga Yaru,https://www.imdb.com/title/tt0142243/,Película,"Animación,Acción,Superhéroes",8,2026-02-23,dvd
tt0142250,2022-11-24,,Dragon Ball: El camino hacia el más fuerte,Doragon bôru: Saikyô e no michi,https://www.imdb.com/title/tt0142250/,Película,"Animación,Acción,Aventuras,Comedia,Fantasía",,2026-02-23,dvd
tt2263944,2022-11-24,,Dragon Ball Z: La batalla de los dioses,Doragon Bôru Zetto Kami to Kami,https://www.imdb.com/title/tt2263944/,Película,"Animación,Acción,Superhéroes,Aventuras,Comedia",8,2026-02-23,dvd
tt3819668,2022-11-24,,Dragon Ball Z: La resurrección de F,Doragon Bôru Zetto Fukkatsu no 'Efu',https://www.imdb.com/title/tt3819668/,Película,"Animación,Acción,Superhéroes,Aventuras",,2026-02-23,dvd
tt7961060,2022-11-24,,Dragon Ball Super: Broly,Doragon Bôru Sûpâ Burorî,https://www.imdb.com/title/tt7961060/,Película,"Animación,Acción,Aventuras,Superhéroes",8,2026-02-23,dvd
tt0142245,2022-11-24,,Dragon Ball Z: El último combate,Doragon Bôru Zetto Tatta Hitori no Saishû Kessen,https://www.imdb.com/title/tt0142245/,Película,"Animación,Acción,Drama,Fantasía",,2026-02-23,dvd
tt0142247,2022-11-24,,Dragon Ball Z: Un futuro diferente - Gohan y Trunks,Doragon Bôru Zetto Zetsubô e no Hankô!! Nokosareta Chô-Senshi Gohan to Torankusu,https://www.imdb.com/title/tt0142247/,Película,"Animación,Acción,Superhéroes,Aventuras",,2026-02-23,dvd
tt0142232,2022-11-24,,Dragon Ball GT: 100 años después,Gokû Gaiden! Yûki no Akashi wa Sûshinchû,https://www.imdb.com/title/tt0142232/,Película,"Animación,Acción,Superhéroes,Comedia,Aventuras,Drama,Familia,Fantasía",,2026-02-23,dvd
